row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,A1.mzML Peak area,A2.mzML Peak area,A3.mzML Peak area,A4.mzML Peak area,A5.mzML Peak area,A6.mzML Peak area,A7.mzML Peak area,A8.mzML Peak area,A9.mzML Peak area,A10.mzML Peak area,A11.mzML Peak area,A12.mzML Peak area,A13.mzML Peak area,A14.mzML Peak area,A15.mzML Peak area,A16.mzML Peak area,A17.mzML Peak area,A18.mzML Peak area,pooled_QC_1.mzML Peak area
19245,688.4841334,7.3602314,,,,783,1333,[M+NH4]+,,2,19245;19254,670.45001,476792.58,409859.545,495850.23,1257863.4,3804973,2752354.75,31625.919,1963.1743,2257072,40207.314,4798.8698,59204.5,2871.1855,23201.488,2199.396,1401.248,0,0,505662.31
34148,688.4992361,11.04638,,,,1678,,,,,,,86624.41,31026.1505,45250.9565,4411.01955,15755.462,15095.7055,3557.7234,3086.66425,2162.38525,1917.67795,4194.7428,1548.84455,1737.52895,0,0,2621.8838,2882.82565,3025.3149,6743.55385
32992,688.4996656,10.877694,,,,147,,,,,,,1082233.825,578375.47,690560,22424.6465,39480.875,108968.3525,33917.0525,22755.128,35641.915,28030.3075,41332.4045,21459.515,10540.0348,10187.8255,19543.0825,36677.5895,30333.823,39321.9615,148092.175
27727,688.5019087,9.571743,,,,,,,,,,,0,0,0,19007.586,145628.825,83125.212,0,0,162290,0,0,0,0,0,0,0,0,0,1783.78125
36749,688.5204425,11.658352,,,,,,,,,,,951.4696,499515.25,188679.518,198418.62,11425.765,52038.99,17299.9805,3244.9547,2538.975,5581.6643,145280.485,1209.04125,34968.9435,61207.692,134115.67,4484.67505,3191.98575,3703.3055,326239.6665
35706,688.5204902,11.421664,,,,242,,,,,,,0,159520.8,285261.53,461704.55,0,9587.384,521.65325,2678.3887,1642.2976,3164.53775,6504.1445,780.676925,2492.725,8140.0516,1843.52635,5027.42485,2876.50415,2378.67445,1177.5395
37202,688.5205412,11.819276,,,,242,,,,,,,1243.03785,182059.87,78888.9905,46937.37,0,39201.3205,25042.52,12232.5752,3165.29825,7785.3915,427127.19,5031.36815,127085.295,213210.275,245650.46,3734.2537,889.5442,2095.3489,328338.49
25636,688.5205888,9.01608,,,,783,,,,,,,140085.69,158796.585,172328.13,231069.82,291864.3,99152.055,48668.833,47556.504,456721.045,128631.925,62288.837,134932.715,119560.395,76030.08,111463.478,37297.654,61743.4775,53685.197,137275.3
26057,688.5207418,9.12996,,,,783,1733,[M+NH4]+,,4,26055;26066;26057;26042,670.48678,1096625.75,1325376.5,1596609.3,139945.775,608576.53,506203.085,237467.945,22485.1885,8797323,238194.905,45119.9935,139626.27,171620.115,87117.79,61759.9395,109066.402,28107.1655,49984.9225,736774.43
24940,688.5207901,8.829626,,,,783,1665,[M+NH4]+,,2,24939;24940,670.48661,31783.7715,25882.0855,41029.5985,0,4859.2165,5819.37305,9850.9495,1309.6919,593903.3,5267.156,789.1313,2106.57455,0,0,0,1016.814185,1439.33435,934.0354,11522.15215
36545,688.5210829,11.615069,,,,242,,,,,,,9942.8195,710254.72,337357.05,497008.825,5440.0095,49003.4185,8870.8595,4411.7292,2538.975,6147.6333,193825.4075,1577.848,82964.944,200881.1405,217997.33,5243.16815,3965.6985,3815.8114,964474.8
39738,688.744346,12.440969,,,,1151,,,,,,,0,0,0,16526.326,195840.73,14090.62,0,0,0,0,0,0,0,0,0,0,0,0,312.6027
36070,688.8304925,11.49517,,,,2246,,,,,,,0,0,0,13837.3852,137827.928,47428.201,0,0,0,0,0,0,0,0,0,0,0,0,1241.28225
2068,688.9752581,1.3836324,,,,1757,417,[M+H]+,,1,2002,687.96803,120042.38,0,21328.229,0,0,0,0,0,0,0,0,36835.5785,0,0,0,1226.6205,0,0,1834.7186
1471,688.975369,1.0788064,,,,1689,387,[M+K]+,,3,1469;1471;1470,650.01222,93326.6,0,1886.52025,0,0,0,0,0,0,0,0,72076.985,0,0,0,0,0,0,0
39814,688.995753,12.475725,,,,,,,,,,,0,0,0,11065.654,116632.068,6075.53835,0,0,1106.9729,0,0,0,0,0,0,0,0,0,0
45946,689.1633712,13.800974,,,,2210,,,,,,,442.379515,1730.87485,0,0,9365.8997,686.79005,0,0,303381.595,0,0,0,0,0,0,0,0,0,1244.58415
28855,689.2675492,9.873967,,,,1797,1868,[M-H+2Na]+,,3,28194;28876;28855,644.29645,193841.22,108601.52,96406.7,61030.089,235517.22,270720.59,0,0,116524.915,0,0,0,0,0,0,0,0,0,47097.88
14722,689.2990873,5.6306405,,,,287,1070,[M+Na]+,,2,14733;14722,666.30988,150704.42,187459.265,237507.68,154140.47,70215.45,72128.917,5696.17715,255.73059,238830.875,15061.688,1073.0077,9410.0475,0,0,0,1306.65575,0,0,69948.381
28956,689.3298306,9.907646,,,,,,,,,,,212731.98,136457.255,161110.585,79416.432,245053.68,292863.43,0,0,128189.995,0,0,0,0,0,0,0,0,0,50948.813
28030,689.3298957,9.673462,,,,1797,1844,[M+H]+,,1,28163,688.32261,54226.445,27968.0225,38055.1045,19946.283,53461.595,62932.568,0,0,33656.5235,0,0,0,0,0,0,0,0,0,12238.215
7341,689.3360558,3.2279694,,,,128,733,[M+K]+,,4,7330;7341;7307;7306,650.37295,8159.84525,9122.1027,7995.802,27279.536,90519.345,112573.38,0,0,13575.248,712.45635,0,312.98945,0,714.0027,0,0,0,0,22936.4295
24839,689.4030194,8.818562,,,,1857,,,,,,,22745.9065,47998.9105,33587.657,0,0,0,1418.7002,0,40743.9315,17000.851,0,1136.9807,208152.64,284339.75,237153.58,0,0,0,96174.575
24161,689.4917887,8.65462,,,,783,,,,,,,0,0,0,95111.715,322941.815,202645.255,0,0,331426.935,0,0,0,0,0,0,0,0,0,19588.639
38825,689.4973046,12.233313,,,,940,2202,[M+Na]+,,2,38825;38809,666.50782,494623.03,58162.59,118340.952,889.79675,0,1164.2113,2680.4843,4595.72715,952.88545,2023.46365,1262.1944,2659.29805,0,302.339965,0,6272.03535,4214.112,3818.81075,28445.463
44654,689.569476,13.525423,,,,135,2524,[M+Na]+,,3,44654;44571;44831,666.58039,425.06165,0,1316.1764,749.5348,708.5308,0,1780.38035,244598.985,3045.0805,0,0,0,0,0,0,0,859.57795,0,0
46203,689.5696305,13.854056,,,,1362,2591,[M+Na]+,,2,46204;46203,666.58035,0,0,1232.5436,670.66155,0,0,2391.89035,98644.946,1990.81185,0,0,0,0,0,0,251.5342,4969.8955,223.17045,0
18656,690.4510789,7.1075354,,,,783,,,,,,,0,0,0,52324.987,181389.24,153617.805,0,0,8119.4845,0,0,0,0,0,0,0,0,0,3955.26025
20660,690.4816937,7.803159,,,,783,1402,[M+NH4]+,,2,20616;20660,672.448,0,0,0,175161.64,581865.35,406694.62,0,0,647591.94,0,0,0,0,0,0,0,0,0,47714.9485
20714,690.4998273,7.820289,,,,1534,,,,,,,5474761,2239005.75,211102.605,77965.745,204497.24,675419.095,27867.675,95913.7525,397161.64,713921.75,15474.132,1152072.15,446571.82,198347.65,161885.78,46273.739,21173.825,47941.7815,528382.65
15878,690.4998305,6.173833,,,,1618,1139,[M+NH4]+,,2,15878;15885,672.46601,246824.745,215531.11,222714.445,79927.173,287657.39,188284.1,19144.649,232.079915,629577.42,10676.307,0,3060.51585,0,0,0,0,0,0,41282.3575
16482,690.4999495,6.3874416,,,,1618,1165,[M+NH4]+,,2,16496;16482,672.46596,574862.78,538840.72,603054.97,112253.765,394339.62,281648.485,6295.57425,384.41146,583121.06,13078.591,669.043855,18548.9255,0,0,0,349.64355,0,0,132336.345
20186,690.5000581,7.6949544,,,,,,,,,,,209531.445,104087.2425,42819.262,9353.9595,18800.953,84287.015,4274.947,2476.98425,100504.54,24863.655,252.746675,309841.78,95611.595,40448.33,31654.7555,5846.13745,2988.2195,6613.34915,73605.37
42287,690.6248927,12.977971,,,,1438,2373,[M+NH4]+,,2,42155;42287,672.59098,0,0,6388.141,44175.133,18482.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,690.828482,0.74155515,,,,1794,47,[M+Na]+,,2,480;432,667.83933,23219.1795,49705.9085,5154.4615,17200.163,29079.7255,0,5969.4923,2393.0614,0,0,0,987.9445,0,0,0,0,0,0,0
1091,690.9464718,0.93573,,,,,,,,,,,8337.8686,0,48784.668,0,0,204095.095,0,0,103464.15,60295.617,11818.0805,45903.6445,34751.5185,40492.9035,60649.334,43619.3615,78628.775,59580.1405,66455.529
29786,691.367459,10.188585,,,,356,,,,,,,0,0,113791.335,226491.749,477205.48,0,4093.61965,1218.501,0,0,0,2559.031,0,0,0,0,0,0,0
27793,691.419041,9.580709,,,,279,,,,,,,14930.182,41656.434,23551.7075,0,0,0,0,0,25450.2755,648.945,0,0,326105.96,567975.5,435899.585,0,0,0,425160.84
19912,691.4222867,7.5946145,,,,783,1370,[M+Na]+,,2,19938;19912,668.43389,2388.2955,11040.0125,5307.366,45060.282,259458.65,156161.245,0,0,104900.725,0,0,0,24543.8425,33758.3895,28285.8835,0,0,0,27896.022
17501,691.4533472,6.744615,,,,1618,,,,,,,0,0,0,20996.1545,87203.905,43490.7165,0,0,151872.23,0,0,0,0,0,0,0,0,0,6975.73835
18128,691.4687116,6.9644914,,,,1614,,,,,,,8255.1383,3024.01365,6401.707,163379.425,522770.075,344236.92,0,78.77217,629405.87,1347.554,0,2006.5061,0,0,0,0,0,1321.4895,60113.0785
36297,691.4762827,11.54615,,,,1676,2143,[M+Na]+,,2,36270;36297,668.48682,49045.0325,1430.9319,6694.7351,0,0,0,0,0,0,0,0,0,0,0,0,1494.26585,893.84765,1769.6908,2069.48925
29214,691.4966821,10.010453,,,,1797,1913,[M+Na]+,,2,29214;29266,668.50744,21667.4085,50149.58,70287.235,0,0,0,0,0,109144.03,3302.91625,0,920.92235,0,0,0,0,0,0,0
30466,691.4967507,10.371531,,,,2246,,,,,,,48871.118,64263.7135,89226.418,4356.09825,23720.244,11406.2495,3795.3196,0,525142.325,9912.0725,1776.54155,5431.5628,3552.6946,2813.039,7790.94335,7330.28705,1840.3358,2875.5759,22343.8585
43030,691.496971,13.157419,,,,2071,2423,[M+Na]+,,2,43030;42997,668.50754,0,0,10321.8,40614.5975,120741.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44174,691.4970784,13.392119,,,,2071,2488,[M+Na]+,,2,44071;44174,668.50817,0,0,61716.0295,14644.1505,18298.512,0,0,0,0,0,0,0,0,588.88805,0,0,0,0,0
43631,691.4970854,13.261276,,,,2071,2459,[M+Na]+,,2,43583;43631,668.50762,0,0,10321.8,49417.37,46238.1465,0,0,0,0,0,0,0,0,521.45345,0,0,0,0,0
25042,692.3403985,8.855786,,,,783,1673,[M+NH4]+,,5,25006;25151;25037;25018;25042,674.30673,310289.09,253002.91,342195.06,108620.4455,299071.13,423167.26,688.66295,0,274738.8,0,0,0,0,0,0,0,0,0,99045.685
25373,692.3404225,8.945503,,,,783,1692,[M+NH4]+,,4,25570;25373;25372;25571,674.30678,280320.235,198958.545,259987.06,86319.928,238327.125,297533.2,688.66295,0,163239.92,0,0,0,0,0,0,0,0,0,58173.835
24158,692.340682,8.662973,,,,783,1611,[M+NH4]+,,3,24158;24165;24144,674.30696,165890.88,137060.26,153247.015,46897.0885,154283.32,185136.745,0,0,120898.395,0,0,0,0,0,0,0,0,0,40245.4745
7723,692.4065965,3.367996,,,,,,,,,,,247789.725,188843.87,149719.685,44551.799,149454.15,101266.955,560.43135,437.12251,11508.256,352287.935,31755.266,251650.6,9947.347,27742.993,5820.81685,1443.222465,1531.6589,1191.4908,67811.77
15573,692.4606757,6.0316906,,,,2027,,,,,,,0,0,0,24751.8235,90293,54322.007,0,0,134670.632,0,0,0,0,0,0,0,0,0,10014.73565
13900,692.4793846,5.2185726,,,,1682,,,,,,,141347.375,110306.048,143006.72,35719.195,142879.25,119474.11,2128.22325,0,148154.485,8440.052,591.184415,13006.95925,0,0,0,0,0,174.4584,27395.279
41083,692.5230512,12.7194395,,,,1151,,,,,,,566.24635,961.59275,0,1748.4542,80230.84,33445.559,0,0,175858.325,0,0,0,0,0,0,0,0,0,5290.538
35738,692.7428114,11.423284,,,,2246,,,,,,,0,0,0,26344.754,174313.875,5434.62595,0,0,0,0,0,0,0,0,0,0,0,0,552.5519
303,692.7537288,0.726602,,,,1794,22,[M+K]+,,2,389;303,653.79058,16833.188,0,52965.49,980.18565,3375.1327,6169.75325,0,0,2106.7428,10415.1225,17363.091,65549.335,1778.1792,1391.0005,1110.0991,18077.5305,4569.18835,4773.6715,18238.379
10836,693.1028407,4.2426076,,,,,,,,,,,0,0,0,171690.885,593825.4,42979.568,0,62.6815375,0,0,0,0,0,0,0,0,0,0,23317.6355
44140,693.3256022,13.413007,,,,2071,2500,[M+K]+,,2,44107;44140,654.3626,0,1357.786,955.06935,1065.04115,0,0,0,0,0,0,1398.8506,0,1811.9757,4524.62815,10967.5745,0,0,0,17521.6117
6759,693.3915158,3.0071824,,,,1335,693,[M+H]+,,2,6755;6758,692.38358,0,0,0,62991.677,251085.42,183051.27,0,0,2451.65305,0,0,0,0,0,0,275.65277,132.72386,806.21064,19312.4015
18250,693.400184,6.965902,,,,1614,1281,[M+Na]+,,2,18244;18250,670.41236,0,0,6643.4225,73401.98,169791.625,181792.34,0,0,2939.2825,0,0,1417.07715,45960.188,21689.644,34290.219,0,0,0,34958.11
18633,693.4008843,7.121712,,,,783,1295,[M+Na]+,,2,18633;18646,670.41255,0,0,1699.51125,512450.7,1955341.05,1344107.25,496.04115,0,89617.289,0,0,0,24491.4305,24691.2785,25079.836,0,0,0,148267.785
30457,693.4185076,10.380046,,,,881,1963,[M+Na]+,,2,30457;30583,670.42948,139603.05,77619.75,54166.289,949.4983,0,1248.26125,0,0,0,904.3877,0,0,0,0,0,0,0,0,4768.1343
19243,693.4384938,7.3742523,,,,783,1333,[M+Na]+,,2,19243;19254,670.45001,118335.34,150529.295,118901.145,259233.445,1284996.95,757005.47,2184.2215,0,662525.625,1179.77025,193.10164,1459.0702,11054.06485,15524.5385,7976.81175,0,0,0,136427.045
29226,693.4545981,9.995622,,,,1797,1911,[M+K]+,,2,29226;29195,654.49162,87015.763,56430.0975,84060.265,0,30995,17826.549,4472.66915,0,458421.735,8364.89835,1561.429,3181.5642,0,0,2740.0156,5191.4755,0,0,26981.119
33041,693.4551583,10.878592,,,,147,,,,,,,320355.715,93971.7,109198.43,2853.53125,4640.4745,8605.01835,35992.31,60403.4425,24825.4005,32672.433,68926.408,23974.717,8403.909,5531.7693,9613.574,64905.4945,101028.685,107065.04,82440.137
24939,693.4754688,8.848628,,,,783,1665,[M+Na]+,,2,24939;24940,670.48661,0,2271.081,0,0,0,0,0,0,78543.2305,0,0,0,0,0,0,0,0,0,0
26042,693.4758783,9.128911,,,,783,1733,[M+Na]+,,4,26055;26066;26057;26042,670.48678,269082.67,388021.08,455678.06,13222.475,121354.8075,62769.7945,18097.4835,1507.56845,1884275.6,18695.8525,2392.7499,10573.0295,26280.2145,20919.243,8611.0685,6782.25925,1354.14735,3651.344,98232.965
34909,693.4944377,11.26645,,,,2246,,,,,,,3751.1452,0,1402.4116,0,4854.8955,1127.5427,0,0,148270.765,0,0,518.25145,0,0,0,436.8296,0,0,6264.6918
42593,693.5307882,13.071196,,,,2071,2399,[M+NH4]+,,2,42504;42593,675.49723,145981.29,202477.465,51064.219,479311.41,2473636.9,1019519.925,0,0,5771546.75,58506.8515,0,25160.1745,15632.85725,21613.755,6799.6478,9213.60345,3835.9889,16462.441,331750.61
44049,693.5643516,13.365632,,,,2241,,,,,,,46492.0885,27384.387,24829.6575,5842.3817,8749.0055,14264.2335,0,0,11058.925,0,0,0,0,0,0,0,0,0,1809.2416
6861,694.3491885,3.0708716,,,,1335,708,[M+NH4]+,,2,6863;6861,676.31555,0,0,0,35624.1135,151033.485,112537.05,0,0,0,0,0,0,0,0,0,0,0,0,13721.79
7550,694.349561,3.3159173,,,,,,,,,,,866075.55,645057.62,709669.775,206594.475,373271.615,499096.71,4707.28495,761.4565,707471.65,86195.1275,1738.9554,75471.897,101900.71,56153.1815,72852.9975,68473.4795,38381.711,110421.883,242206.885
6468,694.3496585,2.903098,,,,1335,677,[M+NH4]+,,2,6484;6468,676.31586,0,0,0,22017.195,123285.26,94009.533,0,0,345.91835,0,0,0,0,0,0,0,0,0,9372.4543
21324,694.3649256,7.9591956,,,,1297,1446,[M+NH4]+,,2,21347;21324,676.33084,0,0,0,0,0,0,0,0,6835.81315,0,0,0,11675.243,256439.8,79765.13,0,0,2298.60925,31564.4685
10046,694.422302,4.0313597,,,,453,,,,,,,77125.023,79343.665,73594.955,102288.1625,132623.045,147458.905,1233.775565,280.086455,158642.97,20932.9785,923.30345,9517.314,5390.70325,4052.02055,4082.87355,583.26965,128.5228,257.9912,41788.939
7665,694.4225329,3.344952,,,,1408,753,[M-H2O+NH4]+,,2,7665;7649,694.39902,25105.6495,30586.8035,34242.629,160972.54,943973.225,437726.64,123.34915,0,15755.666,1704.7959,0,0,0,0,0,0,0,0,63392.59
11821,694.422685,4.5266757,,,,679,,,,,,,1349.77685,3366.8328,873.8323,42885.9365,106170.555,63026.533,165.87964,40.944665,83411.8215,0,0,0,0,0,0,0,0,0,11947.162
10658,694.4587125,4.1974626,,,,134,,,,,,,196067.275,172963.385,208487.415,33437.297,117192.5025,95721.175,4523.19275,0,109804.35,13591.665,1062.5378,14219.736,0,1010.69835,0,1596.1156,0,1967.10015,32714.699
36839,694.4954743,11.709369,,,,1215,,,,,,,37074.5575,300833.16,693697.125,470974.16,1006655.75,821762.6,612764.795,1282636,125796.392,434459.065,875966.2,506432.065,1199760.75,946527.68,501717.33,49151.4133,409402.435,1585613.85,504116.47
37286,694.4956579,11.841609,,,,1215,,,,,,,2767.1577,0,0,1795.0432,13571.52,81379.275,2018.9337,8029.6843,25526.7063,194632.375,219670.2,165273.8686,23124.0135,9745.15,62129.195,40927.85835,586018.6334,631019.55,2069.7578
32968,694.5208385,10.868175,,,,2246,2031,[M+NH4]+,,2,32968;32978,676.48704,168735.745,931829.47,236868.46,530965.57,3660256.15,1893817,8998.7695,11236.7455,8490134.25,61112.297,1097.15055,134296.85,10048.96685,5009.2236,2979.17005,35857.7335,2183.76325,25824.199,582960.375
696,694.6794337,0.77945864,,,,1794,229,[M+K]+,,3,628;696;676,655.71648,0,0,0,0,0,250470,0,0,314912.545,247591.935,0,21035.6575,328358.275,333670.22,296077.845,161707.505,208463.085,340169.78,158045.34
2081,694.9831305,1.3953729,,,,1757,422,[M+Na]+,,2,2002;2081,671.99403,22398.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15653,695.301552,6.070517,,,,1618,1121,[M+Na]+,,2,15673;15653,672.31238,360374.48,354919.23,320798.49,33975.708,108936.115,145392.205,1470.3652,678.838345,90843.975,0,0,0,0,0,0,165.2847,0,0,40451.782
38194,695.3656408,12.068386,,,,2031,2186,[M+Na]+,,2,38185;38194,672.37626,0,0,0,0,0,0,0,2214.2783,0,7710.97145,8155.72003,5860.73375,1408.3717,2246.6025,584.02965,18632.51685,15994.7084,17268.0522,0
11082,695.4297868,4.3174314,,,,134,,,,,,,0,0,0,188696.025,526155.595,247623.38,0,0,96226.3615,0,0,0,0,0,0,0,0,0,56896.4885
19136,695.4339743,7.3188443,,,,1788,1329,[M+K]+,,4,19122;19119;19136;19129,656.47108,45322.127,40316.307,44714.7,0,0,0,0,0,68327.84,0,0,0,0,0,0,0,0,0,2128.3198
40281,695.4439809,12.533988,,,,,,,,,,,7207.8478,6133.60915,2641.3856,17742.3075,6849.01915,6669.0161,11783.4275,7105.59975,3469.82935,3872.65615,8102.355,5705.0665,4127.163,3156.414,4596.5015,2907.55,18029.5225,9072.2605,5871.3843
20720,695.4548478,7.821194,,,,1534,,,,,,,1287013.65,594254.95,51932.861,3254.41845,36296.7965,79780.067,1467.6297,7088.44765,79119.533,55343.3235,841.99158,102623.3825,97346.815,53575.672,27085.5725,2473.24025,809.135,3130.3324,93714.695
42155,695.58011,12.953871,,,,1438,2373,[M+Na]+,,2,42155;42287,672.59098,0,0,4582.2635,13515.4475,4629.82275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39522,695.5942358,12.401513,,,,195,2230,[M+H]+,,1,39553,694.58694,65175.036,0,0,0,0,6878.72975,371.4145,0,0,330.234,0,1886.23185,1433.7515,836.854765,1178.3282,0,0,0,2426.62045
42669,696.0086906,13.083871,,,,2071,,,,,,,49623.035,63325.296,1925.3626,141577.595,840762.405,357606.99,0,0,2150366.2,21548.4075,0,3881.10785,2647.46785,5209.415,735.6046,4211.2815,724.22205,1563.3517,126676.212
37505,696.2466879,11.87748,,,,2246,,,,,,,0,0,0,11409.7075,153913.39,11374.61165,0,0,0,0,0,0,0,0,0,0,0,0,0
15151,696.3439559,5.8288755,,,,,,,,,,,501205.7,416121.31,398089.175,136506.5,347474.48,429527.39,2842.32265,1080.739875,377516.275,0,0,0,0,0,0,0,0,0,124927.41
8380,696.4377301,3.5042908,,,,,,,,,,,3880206.85,3394353.75,3231056,2158868.25,5710330,4808470.25,95362.845,12609.189,1719234.45,1371833.4,76044.3695,1096581.9,1028436.6,872469.75,832058.05,85630.334,37484.4235,140574.705,1696856.1
7339,696.4379675,3.2259147,,,,128,,,,,,,48350.675,49837.7425,66085.3495,203550.65,663342.94,378025.905,0,0,34635.514,7975.27515,0,6573.43045,2878.58595,3774.8429,2848.3115,0,0,0,72543.98
9029,696.4379703,3.7656872,,,,453,838,[M+NH4]+,,2,9029;9087,678.40399,34721.9305,37703.5,45576.035,43923.432,130825.327,110410.955,1448.0456,121.76403,47046.5,6349.34975,273.00219,4450.0109,2837.7216,2754.7898,0,280.6375,0,746.63385,29232.181
9362,696.437978,3.8716345,,,,453,,,,,,,34818.873,33168.2395,35319.086,201219.91,194783.025,180281.125,4635.5054,2654.77185,68363.51,13764.6955,611.513775,10725.4585,4903.48975,20342.7405,5832.97855,0,0,351.634785,39347.885
17986,696.4581201,6.937678,,,,1614,1278,[M+H]+,,1,18113,695.45046,0,0,0,10450.1685,49734.211,19476.21425,0,0,46845.592,0,0,0,0,0,0,0,0,0,0
30690,696.5260889,10.432752,,,,,,,,,,,82575.435,129589.995,75797.582,31616.247,153592.055,359571.67,6143.00925,4057.80015,137217.365,218801.965,9937.473,310486.55,578416.275,245720.89,75676.758,45583.3845,84762.602,109106.275,164521.04
40991,696.6505462,12.7263,,,,,,,,,,,0,1351199.635,16881.1905,1918.9181,1447.74815,7409.6965,0,0,5871.876,0,0,866.95185,0,0,1768.7119,0,0,0,0
671,696.6774958,0.779569,,,,1794,240,[M+Na]+,,2,711;671,673.68824,0,0,0,0,0,141990.545,0,0,182780,138834.85,0,1527.0835,185869.775,194734.99,161169.455,90772.32,115362.77,189657.84,89273.93
31815,696.7418549,10.630207,,,,1600,,,,,,,0,0,0,34960.027,252757.53,12316.672,0,0,0,0,0,0,0,0,0,0,0,0,0
455,696.8456221,0.752335,,,,1794,101,[M+Na]+,,2,454;455,673.85644,79432.115,29457.4455,8989.6679,11793.7905,15317.7585,0,8652.1875,3651.20115,0,0,0,543.5161,0,0,0,0,0,0,0
1153,696.9640082,0.9290752,,,,1689,338,[M+H]+,,2,1059;1144,695.95656,55018.532,0,15905.391,0,0,11205.4575,0,0,4820.60325,67078.6665,1878.74355,257389.16,27175.1385,21391.74435,13311.433,10541.0995,26016.3675,46015.031,86120.17
2267,696.9651906,1.4341897,,,,1757,469,[M+K]+,,2,2267;2236,658.00169,0,0,0,0,0,7523.68935,0,0,12414.204,46434.0645,0,230670.92,23527.1375,12784.48765,15424.125,70213.87105,1533.66585,32893.922,40423.1985
25018,697.2959834,8.8574095,,,,783,1673,[M+Na]+,,4,25151;25037;25018;25042,674.30673,1355000.8,1338133.05,1396961.55,232395.37,742414.27,878249.7,1476.2628,0,547605.13,0,0,0,0,0,0,0,0,0,237628.825
25570,697.2960625,8.958466,,,,783,1692,[M+Na]+,,2,25570;25373,674.30678,1947868.1,1840387.15,2150196.75,352240.21,1142937.7,1376004.35,2500.35605,433.32582,774836.55,0,0,0,0,0,0,0,0,0,343283.52
24165,697.296202,8.660082,,,,783,1611,[M+Na]+,,3,24158;24165;24144,674.30696,574275.22,461742.64,493223.025,89786.755,330537.48,362144.655,0,0,210544.87,0,0,0,0,0,0,0,0,0,89805.395
38617,697.3829406,12.189241,,,,1474,2194,[M+Na]+,,2,38617;38554,674.3938,0,0,3495.9855,26915.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21816,697.489361,8.076091,,,,783,1487,[M+NH4]+,,2,21779;21816,679.45542,0,0,0,131742.97,463954.11,307754.435,0,0,507459.635,0,0,0,0,0,0,0,0,0,38688.396
15237,698.3899123,5.8783026,,,,1906,,,,,,,0,0,0,0,0,0,301.475065,23673.1785,0,0,23828.737,4068.5647,0,0,2465.4138,3571.098625,4621.29475,2666.75195,0
15441,698.3904041,5.9681807,,,,,,,,,,,0,0,0,0,0,0,1549.7736,23056.6875,1947.3728,2193.7251,20003.5945,3006.79785,1987.78125,1892.234,2465.4138,6449.99105,4484.8973,4320.11975,1194.22585
18894,698.4788281,7.2422724,,,,783,,,,,,,0,0,0,171810.395,531951.66,377098.86,0,0,691221.68,0,0,0,0,0,0,0,0,0,61558.185
42499,698.4860894,13.060321,,,,2071,2396,[M+Na]+,,2,42546;42499,675.49733,0,0,0,5624.094,29248.7165,35002.2045,0,0,120921.225,0,0,0,0,0,0,0,0,0,7488.11075
39282,698.4994535,12.347798,,,,,,,,,,,458.878,4091.303,660.40135,2071.33145,0,2951.3856,6539.1211,23981.0595,11868.665,10341.0525,42920.937,12925.8565,13312.25,14979.42025,22634.8535,10003.68075,14630.858,14748.456,11583.693
20859,698.520318,7.8612127,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95069.21,0,0,0
34940,698.5204536,11.244197,,,,2246,2110,[M+NH4]+,,2,34933;34940,680.48641,207943.015,86571.6,169682.58,0,0,0,0,0,0,746.277085,0,0,0,0,0,965.9906,564.15678,0,14602.98515
33154,698.5415568,10.913586,,,,2246,,,,,,,65459.105,96082.595,98292.99,20150.9965,93042.195,72920.895,2259.2048,4545.5852,151132.28,27013.2575,2921.89125,23542.161,35797.6065,14663.101,7877.1495,14195.24585,11504.3525,12590.03,30573.6775
41619,698.5570747,12.813809,,,,138,2351,[M+NH4]+,,2,41563;41619,680.52283,14541.0205,1602.0246,4328.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35612,698.5778476,11.393279,,,,,,,,,,,92267.815,188908.095,309938.345,16923.79,112429.515,49638.045,0,0,475725.28,1814.72625,0,0,0,0,0,5564.113,0,0,34658.4825
594,698.6754182,0.7762102,,,,1794,231,[2M+Na]+,,2,625;594,337.84313,0,0,0,0,0,28495.6735,0,0,43688.8835,27913.812,0,0,39593.625,43124.949,35264.971,20999.4255,24641.6465,44253.3885,18588.9975
499,698.7712522,0.7518409,,,,1794,125,[M+K]+,,2,499;579,659.80813,137574.515,0,124943.29,3023.2833,1186.2036,0,0,146.73755,256.30375,5746.95725,18550.4055,313474.595,118.869085,0,0,23963.1,781.7515,0,10807.17135
950,699.0566597,0.8739176,,,,927,298,[M+K]+,,3,949;950;948,660.09374,0,0,0,0,0,0,0,0,3097.3777,0,0,0,1226.6028,887.52085,1070.6902,17596.1425,4362.8196,0,0
6863,699.3049487,3.0668314,,,,1335,708,[M+Na]+,,2,6863;6861,676.31555,0,0,0,142418.195,176039.2,166771.165,0,0,3123.33615,0,0,0,0,0,0,808.7147,312.838125,1554.95985,69152.822
