row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,A11.mzML Peak area,A16_2.mzML Peak area,A8_2.mzML Peak area,A11_2.mzML Peak area,A8.mzML Peak area,A7.mzML Peak area,A17.mzML Peak area,A17_2.mzML Peak area,A7_2.mzML Peak area,A14.mzML Peak area,A18.mzML Peak area,A14_2.mzML Peak area,A10.mzML Peak area,A18_2.mzML Peak area,A15.mzML Peak area,A15_2.mzML Peak area,A12.mzML Peak area,A12_2.mzML Peak area,A16.mzML Peak area,A10_2.mzML Peak area,A13_2.mzML Peak area,A13.mzML Peak area,pooled_QC_1.mzML Peak area,pooled_QC_2.mzML Peak area,A4.mzML Peak area,A2.mzML Peak area,A2_2.mzML Peak area,A4_2.mzML Peak area,A3.mzML Peak area,A1_2.mzML Peak area,A3_2.mzML Peak area,A1.mzML Peak area,A6.mzML Peak area,A6_2.mzML Peak area,A5_2.mzML Peak area,A9_2.mzML Peak area,A5.mzML Peak area,A9.mzML Peak area
31220,729.7613312,10.481235,,,,2246,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17411.922,0,0,26292.29,0,0,0,0,10621.738,9687.002,168517.5,0,243578.36,0
33142,730.5105174,10.900547,,,,2144,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1905.5312,1119.2097,0,21067.85,22464.242,0,22395.754,53582.734,26364.078,67727.79,0,0,0,0,0,0
32655,730.5301812,10.816103,,,,2246,,,,,,,0,809.5735,0,0,0,1624.9043,0,0,4895.2544,0,0,0,1452.5068,0,0,1755.0645,24871.703,13753.989,2902.8533,4719.5845,1607.4755,1312.9202,65777.96,83863.734,107006.07,89355.09,89906.99,83340.96,14673.769,3896.3613,15424.365,2723.829,271893.8,275419.28,602640.5,911790.25,482161.88,857469.9
21290,730.5312651,7.9670033,,,,783,1447,[M+NH4]+,,2,21280;21290,712.49732,3865.7598,1137.5697,2936.7988,4380.5957,3630.0671,27297.344,1223.1835,668.1784,26166.37,101591.91,3977.816,89128.14,47220.492,2165.1335,45394.79,50816.93,44991.44,43736.59,7175.1567,42786.05,51368.734,45673.168,179728.34,228657.17,132856.25,958187.7,929703.75,140984.36,1262944.9,1055309.8,1290114,979586.3,406892.1,413421.1,566984.6,1279664.5,582002.75,1160952.1
29004,730.5312902,9.933502,,,,944,,,,,,,7712.399,7190.617,7245.398,7260.097,8405.008,9388.393,6099.9097,9431.417,10554.328,7071.2305,7861.6963,0,8617.691,7563.4346,5026.5293,5365.0396,9060.078,8609.606,8502.545,10759.54,0,4508.5703,24487.312,30388.297,7485.121,35162.72,33318.176,9315.868,32979.535,18115.355,23794.496,20121.672,15863.235,17604.84,36652.07,178006.77,29863.08,172781.58
37967,730.5488202,12.0089445,,,,2246,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033.3195,15295.91,16627.42,2710.249,2521.392,5988.1006,0,2987.1394,0,4144.3535,67736.414,69924.875,179195.84,232070.3,155447.84,232707.05
28548,730.5676066,9.792723,,,,1797,,,,,,,2575.7122,6614.737,3923.4817,4456.2993,2440.1863,11626.756,17374.203,19305.535,11188.403,138575.08,5939.7183,152861.06,105619.35,6185.5254,70959.53,65647.336,64573.598,57786.586,77086.47,94139.875,75868.96,78891.086,212701.05,232817.72,161105.02,529795.75,487481.47,168569.11,735410,361697.5,661423.75,376628.62,434155.6,426229.5,704745.6,2136337,706486.5,2184236.2
43665,730.5676067,13.279279,,,,2071,2470,[M+NH4]+,,2,43989;43665,712.53353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14302.182,0,0,65782.45,56936.332,0,49981.61,0,0,0,10836.729,0,21358.988,0
30317,730.5679251,10.338867,,,,2246,1957,[M+NH4]+,,2,30317;30016,712.53398,29765.543,24732.229,6014.824,28899.043,6237.1875,36346.402,32620.531,25372.477,31229.031,36632.82,43245.008,32810.203,111011.8,36502.61,96337.4,98766.31,64802.562,65078.72,163574.48,90399.38,40162.18,40879.78,220129.58,254884.17,93672.484,254054.52,261173.42,83305.125,297551.66,164549.53,339927.97,169269.36,155107.86,158713.6,317677.56,2679640.2,309564.53,3402100.2
385,730.7190261,0.75121456,,,,1794,55,[M+K]+,,2,385;422,691.75587,14117.568,125589.94,0,13421.893,0,0,87813.32,74165.43,0,17386.39,82935.36,21146.902,163986.31,82896.35,56403.55,23331.732,349620.44,319080.75,295202,174596.03,45591.41,50549.24,181775.64,168956.39,0,0,0,0,29114.324,2451.205,25386.557,2603.1243,43416.508,33490.652,0,47126.094,0,47519.45
36825,731.4906775,11.707359,,,,1215,2158,[M-2H2O+Na]+,,2,36843;36825,744.52345,623189.56,52873.387,301145.1,485559.47,375179.5,214047.42,0,206987.67,172090.11,563488.44,0,428663.78,298525.5,588777.2,396904.66,292070.28,249884.61,198119.39,0,218592.3,545081.56,703350.3,258140.11,239479.78,339223.53,158585.67,118991.86,221074.84,315203.62,12002.046,239448.69,13644.808,397759.7,299269.34,278561.75,53625.727,333911.47,68003.25
37289,731.4907922,11.847639,,,,1215,,,,,,,421598.06,0,5988.2876,6647.339,6820.485,0,773045.3,0,0,0,797400.5,0,260531.34,0,0,0,0,0,69334.62,4909.7817,0,255955.39,0,2619.8826,0,0,0,0,0,0,5183.8574,1153.9746,0,1634.0835,0,0,146666.36,0
17857,731.5149967,6.8588734,,,,2089,1244,[M+H]+,,2,17845;17838,730.50784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5199.119,6495.085,0,0,20273.877,5570.253,17834.479,5091.1016,3828.1353,12824.8,35615.402,46980.504,34269.215,45974.215
30587,731.5390561,10.388693,,,,2246,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864.119,20201.46,25552.402,48479.85,9634.645,7039.962,59436.867,0,0,0,0,152037.94,103107.805,348598.3,940204,375379.78,368045.1
38276,731.5799597,12.0931635,,,,754,2187,[M+Na]+,,2,38115;38276,708.59079,0,2645.686,0,0,934.8809,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7680.4326,0,0,5989.418,0,0,0,0,35923.67,0,0,0,70158.016,0
41597,731.6640251,12.831897,,,,2053,2354,[M+Na]+,,3,41192;41880;41597,708.67486,0,197433.44,0,2636.6772,0,0,0,8306.2705,0,0,0,0,0,150048.19,0,0,0,1757.7522,0,10318.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37516,732.2745271,11.918046,,,,,,,,,,,2109.2812,0,0,0,0,0,0,0,0,725.5231,0,0,8103.22,59838.383,0,0,23400.27,21869.867,0,3208.2957,0,1279.3082,0,930.3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17586,732.3016736,6.7657065,,,,2009,1233,[M+NH4]+,,2,17598;17586,714.26782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560.9883,3091.5012,0,0,0,0,0,0,4048.6934,3718.375,0,76589.2,79997.05,0,80373.05,47369.297,68883.664,54274.203,0,0,0,0,0,0
16043,732.4377476,6.2159457,,,,1618,1148,[M+NH4]+,,2,16034;16043,714.40322,0,427.86063,0,0,0,0,1534.8213,1591.2925,0,0,4581.817,0,0,6072.007,0,0,1321.9551,1674.4889,3292.0298,0,0,0,13680.127,14226.153,22468.965,69388.17,72787.31,20152.33,67509.1,93091.34,66264.87,85118.17,70380.58,65274.22,47276.582,66481.62,59318.34,59005.688
18701,732.4737837,7.1709933,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9887.501,117098.14,0,0,39596.53,0,0,0,0,266338.78,259573.08,138460.16,8928.382,151852.08,14465.623
38569,732.4807313,12.1727085,,,,,,,,,,,58287.945,1526.6115,32892.99,42813.633,49628.76,2968.3384,16121.278,11414.844,1282.2292,2612.4475,12253.818,1619.7404,3225.8416,10509.904,4642.843,5981.938,10545.999,8039.4863,17416.955,3756.027,2718.752,3839.132,1330.4131,4073.17,0,0,0,0,0,0,0,0,0,0,0,6245.2085,0,5860.6084
39201,732.4811452,12.311549,,,,,,,,,,,145588.25,6076.7764,113794.76,118251.555,130719.58,8502.218,21666.168,14926.384,6395.9805,7569.673,23462.223,6480.3613,11724.646,13807.337,14648.079,13799.334,28122.562,25754.44,54075.03,12559.528,9438.889,11645.59,3171.3257,9898.619,1256.6812,0,0,1566.467,0,2699.4226,0,1896.8888,0,0,0,10221.2705,0,13162.822
19345,732.510368,7.4135237,,,,783,1339,[M+NH4]+,,3,19334;19345;19335,714.47651,329.54166,0,554.16815,0,260.79932,10111.745,0,0,11141.811,0,0,0,10464.16,0,0,0,2352.1,5433.2964,0,10696.98,0,0,135809.7,174904.9,400068.1,192266.08,196097.3,401807.78,215099.7,137795.94,202336.69,164206.7,872990.44,865609.44,1221514.2,972279.4,1226464.2,971310.6
35514,732.5465518,11.37724,,,,2260,,,,,,,0,569.4345,0,0,0,6989.9863,0,0,0,5174.315,0,2394.8193,750.95276,1540.78,5564.0835,790.0486,1041.061,0,682.90894,1538.2611,1055.1533,9301.389,6571.1445,1099.708,645182.8,110229.5,4349.998,0,322521.94,0,0,0,23211.934,3171.4365,2534.1655,14058.445,10032.012,17847.723
25461,732.546793,8.985143,,,,783,1700,[M+NH4]+,,2,25461;25601,714.5131,33370.594,13825.604,29518.29,34054.12,28394.836,14994.344,34332.26,27750.004,27611.477,45158.496,31014.24,37990.32,80692.34,27486.562,51270.812,52542.92,82797.44,81445.164,26192.941,85627.74,62970.7,68984.49,74084.35,68117.83,203776.62,114488.49,119308.83,198649.03,113592.945,156683.1,98233.766,100438.4,99149.945,213019.94,294051.78,472904.9,304631.84,704323.6
20275,732.5468588,7.712392,,,,783,1389,[M+NH4]+,,3,20288;20275;20316,714.51277,23295.596,8217.957,21080.135,24104.887,21486.705,151638.72,9824.769,8384.539,143895.12,436781.16,22326.58,448303.1,250463.3,21650.242,251694.19,256599.8,318974.62,323237.9,50939.984,252778.42,225075.52,242906.28,1035851.5,1282949,876029.44,5086037.5,4939711,860561.7,5974475.5,4922812.5,5836685,4995533,2364042.8,2282244.5,3573015.5,7812652,3055566.5,8094594.5
24662,732.5469672,8.75329,,,,783,1642,[M+NH4]+,,2,24662;24642,714.51297,882.5858,839.64343,2107.6792,1171.0116,556.4256,13049.155,1194.5203,0,7229.1025,0,1084.3372,0,10156.353,0,0,0,0,0,0,0,0,0,24193.86,25898.531,8677.136,70869.78,56436,17160.97,66222.59,55420.027,67102.93,67572.336,15404.583,12616.678,22718.201,614594.44,48405.336,598491.75
25933,732.5469748,9.094761,,,,783,1726,[M+NH4]+,,3,25771;25926;25933,714.51314,28593.473,19735.016,16973.371,19228.877,14542.625,145812,13989.548,15532.799,135977.17,43179.83,32310.283,37047.46,107519.88,32676.988,35840.688,34073.81,73916.5,85846.44,102130.55,120009.6,82097.05,61514.23,385410.28,530919.6,136924.56,647203.56,827075.4,108829.06,740919.56,688845,786007.5,693103.25,371435.62,340295.7,483407.56,5372443.5,461686.75,5778854
36194,732.5470521,11.539732,,,,242,,,,,,,44204.52,2206.597,0,0,4172.7676,29207.39,638.95514,3019.9048,1973.709,42522.07,1029.6946,0,3090.3335,1579.1804,42598.88,0,3298.0273,800.35583,0,2213.7708,0,44936.97,1249188.6,0,165994.67,477711.8,471432.3,466686.94,51691.266,1467.1106,225826.22,1470.4529,54590.3,18842.934,2270.27,15115.539,9765.037,37109.9
407,732.7168938,0.7397943,,,,1794,45,[M+K]+,,2,447;407,693.75383,6112.5894,51601.586,0,5486.249,0,0,38900.043,31408.658,0,8591.104,19362.098,6234.799,78018.15,13278.116,10371.156,9420.341,145368.75,144281.03,123584.77,74814.9,9418.238,7577.0454,88002.84,74788.7,0,0,0,0,9963.574,0,9422.782,0,5648.845,0,0,8659.497,0,4107.5645
38139,732.7706168,12.088008,,,,2246,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565.2383,0,0,4112.334,0,0,0,0,3554.1118,6659.6743,164219.75,0,139028.02,0
29149,733.2936315,9.961167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29856.557,83527.28,17741.87,0,135713.88,44503.695,0,327441.47,96075.73,102287.13,315181.5,309031.9,289603.3,221768.94,87148.81,180730
28046,733.2936454,9.680985,,,,1797,1844,[M-H+2Na]+,,2,28163;28046,688.32261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10891.614,4924.562,0,0,6271.41,0,19947.432,0,20329.402,55055.176,46139.55,47908.215,18668.773,41862.47,11225.069
29271,733.3559652,9.980102,,,,1797,1907,[M+H]+,,4,29271;29072;29273;29272,732.3487,0,0,0,0,0,0,0,0,0,0,0,0,21374.027,0,0,0,0,0,0,18761.57,0,0,13361.223,31675.23,39139.54,63774.156,66289.32,35944.82,90825.01,106218.39,110135.47,102613.58,176110.44,170780.69,136493.72,73302.15,108535.08,83108.61
28676,733.3562141,9.860154,,,,1797,1880,[M+H]+,,3,28646;28785;28783,732.34881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9353.962,0,12351.314,51059.67,41935.74,16883.156,86755.03,47325.117,48119.234,60370.395,80090.58,62173.43,56796.586,0,78499.63,40473.035
7654,733.3623167,3.33638,,,,1408,753,[M+K]+,,5,7635;7654;7626;7648;7649,694.39902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17270.55,20602.607,33174.17,6091.641,3025.5159,31415.426,5547.186,7684.2236,8352.633,3482.001,122067.164,126763.67,97919.79,13627.334,98026.71,11269.418
32506,733.5139317,10.781399,,,,2246,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18745.873,0,0,22159.967,0,0,0,0,5201.9766,15711.1455,243343.52,16502.479,198734,11626.098
23899,733.5182713,8.595082,,,,783,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22963.777,23990.807,58781.17,0,0,58143.03,0,0,0,0,145637.14,134420.53,258297.64,241247.95,246011.05,249640.8
39765,733.5223961,12.457796,,,,234,2234,[M+Na]+,,2,39729;39765,710.53345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573.7516,0,0,0,0,0,0,3065.3003,0,18253.713,16395.56,0,16918.412,165113.72,20302.566,111688.914,0,0,2437.1748,0,0,0
45682,733.5591935,13.723453,,,,249,2575,[M+Na]+,,2,45864;45682,710.57008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659.734,0,0,893.945,0,76224.055,16135.576,41877.934,0,136173.88,3621.2922,0,1182.4165,0,0,0,0,0,0
45087,733.5594368,13.608473,,,,448,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10102.802,36393.695,15683.256,60325.69,13021.535,14422.751,157267.1,1182.4165,0,0,0,0,0,0
42385,733.5595927,12.998872,,,,1538,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309.2764,31501.113,50215.516,105751.484,7680.1504,10639.411,157509.45,12125.693,0,0,0,0,0,0
43166,733.55966,13.184535,,,,370,2412,[M+Na]+,,2,42889;43166,710.57009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103740.266,3117.1436,3377.8682,0,101755.21,8677.767,4398.5586,25788.703,0,0,0,0,0,0
30702,733.5596633,10.452966,,,,981,1967,[M+Na]+,,2,30702;30620,710.57028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17987.295,0,0,255188.02,0,0,0,0,0,0,7474.4917,0,0,0
31887,733.5599258,10.651452,,,,1695,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194770.48,0,0,31072.85,0,0,0,0,0,0,0,0,7016.768,0
39218,733.6069564,12.328032,,,,1553,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5158.2593,0,0,0,34088.805,35532.266,0,4847.3296,0,0,0,1752.3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12587,734.469248,4.7758203,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74921.59,79102.29,185827.72,4122.9946,0,176335.19,0,0,0,0,314645.28,313992,372799.53,89815.19,402144.16,97508.34
20567,734.507533,7.774872,,,,783,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25259.63,53991.582,120092.266,0,0,119566.79,0,0,0,0,259456.86,266432.03,497676.16,450969.16,449734.5,431378.34
16593,734.5260447,6.416752,,,,1618,1170,[M+NH4]+,,3,16593;16588;16601,716.49224,0,0,0,0,0,3666.3848,0,0,4175.1733,0,0,0,5135.595,0,0,0,6814.0312,5725.748,560.97473,4882.369,0,0,54699.125,70419.12,83246.34,280151.88,229330.11,95741.42,335180.78,209801.8,276761.34,206484.97,234498.27,234955.98,344627.66,642579.56,328735.06,550970.7
20665,734.5260691,7.8044424,,,,,,,,,,,6514.3677,6153.103,58747.062,7387.207,59700.184,14018.1,11435.225,10920.925,17536.094,121622.125,34826.812,119710.625,463233.56,32581.506,102555.4,105171.13,633765.1,659122.56,49262.242,474651.84,277084.75,229841.69,320082.2,357755.34,49555.176,1275765.1,1154019.8,53635.05,92720.39,3079188,106804.91,3393894.2,538869.3,481625.12,135800.6,259267.08,128893.695,306610.06
820,734.7609607,0.84250593,,,,1646,284,[M+K]+,,2,820;819,695.79784,0,3117.7275,0,0,0,0,4626.871,15324.609,0,41415.613,40355.043,63132.844,13820.272,62179.656,55022.12,71554.79,0,0,12524.182,22154.605,53072.86,30955.562,18443.043,11346.52,0,0,0,0,0,0,0,0,43195.508,59304.652,0,69572.11,0,61354.77
494,734.8108563,0.77196646,,,,1794,160,[M+K]+,,2,655;494,695.84779,1478.1145,0,3971.8208,1737.0143,3664.0432,0,0,0,329.45035,0,0,0,0,0,0,0,25261.754,29241.953,0,0,0,0,0,0,10825.478,5454.9326,7195.2314,14162.741,79183.54,364264.94,79551.67,397278.56,0,0,3746.5889,0,13733.857,0
1059,734.9196235,0.921295,,,,1689,338,[M+K]+,,2,1059;1153,695.95656,9122.643,26808.219,0,13774.459,0,0,140828.83,143851.86,0,151266.19,209730.11,139385.88,348218.78,64436.164,78967.07,188039.77,658187.9,721908.56,464258.2,337895.16,172567.53,159023.84,361147.34,360651.25,0,0,0,0,75783.695,113312.766,68015.87,85211.375,175718.39,140153.92,0,48258.93,0,163696.05
2185,734.9202812,1.4267125,,,,1757,472,[M+H]+,,2,2228;2185,733.91295,0,8452.348,0,0,0,0,12861.008,13882.522,0,120925.6,184152.48,108176.7,200550.77,226785.3,111993.195,128835.875,550661.6,573555.94,430132.5,206290,107043.49,130881.37,200419.66,142627.17,0,0,0,0,0,3358.225,829.3799,12777.242,121823.63,124851.98,0,107662.78,0,118761.44
20508,735.3435718,7.753017,,,,518,1397,[M+H]+,,3,20482;20509;20478,734.33611,0,0,0,0,0,0,0,0,0,150597.08,0,113545.19,0,0,43053.11,57352.137,0,0,0,0,0,0,12416.273,9253.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21280,735.4864193,7.9710517,,,,783,1447,[M+Na]+,,2,21280;21290,712.49732,412.33044,0,0,0,0,1267.4634,0,0,3228.5422,32934.12,0,16405.582,1477.0635,0,4175.7607,0,3009.748,5903.564,0,1638.7803,7429.6025,0,40496.055,30974.328,26931.916,401538.88,400257.28,20923.166,404322.1,380737.28,378345.5,64850.684,68240.56,85352.93,138710.44,398374.47,136789.81,365867.66
18134,735.4970259,6.937663,,,,1614,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26462.234,33452.445,99091.67,0,0,90393.25,0,0,0,0,200157.27,211527.53,305625.84,300233.25,313118.06,354343.3
7228,735.5002435,3.1917446,,,,1837,,,,,,,0,0,601.3298,0,582.1136,470.23627,0,0,536.5322,0,0,0,0,0,0,0,0,0,0,0,0,0,281271.78,344132.12,793845.75,21261.402,27112.215,682416,0,0,0,0,655968.75,584082.75,534207.4,888137.3,618802.8,853197.1
43989,735.5224939,13.329585,,,,2071,2470,[M+Na]+,,2,43989;43665,712.53353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11273.247,0,0,11447.482,15544.8125,0,45749.64,0,0,0,27554.164,0,5092.8613,0
28559,735.5228362,9.795106,,,,1797,,,,,,,0,574.19714,0,0,0,1024.0469,708.279,768.7897,0,5402.257,0,5653.3193,6570.1123,0,3670.5713,3636.151,2533.579,2967.9976,7680.86,7347.9297,5322.498,3750.433,22850.96,36520.633,10994.76,137699.95,129060.76,17585.256,145179.16,73881.88,161865.9,80233.46,64525.934,55229.785,125428.805,439289.84,131330.62,450983.03
30016,735.5230731,10.337825,,,,2246,1957,[M+Na]+,,2,30317;30016,712.53398,1919.7769,1234.0242,0,1191.9197,0,1705.0134,1682.9722,1450.7716,973.8976,0,2893.2065,0,4335.6187,2560.1475,7541.598,6769.7056,6153.3965,4345.101,11983.187,4537.6475,0,0,15004.004,20081.113,4671.625,44917.57,51275.023,5121.781,56087.027,22513.531,52755.625,30813.424,14726.035,12150.996,29694.303,457791,22465.887,537796.4
41489,736.2889563,12.789275,,,,240,2340,[M+NH4]+,,2,41544;41489,718.25512,1004.68176,0,0,1345.5706,0,0,5500.7866,6298.543,0,0,26859.545,0,65038.926,30035.027,5819.2217,8116.018,67512.73,85240.65,7036.1465,78594.305,0,0,20042.342,16446.824,14231.286,1735.0217,2085.9275,10115.855,2858.2573,11173.258,0,9409.6045,24777.459,21486.105,34355.1,0,29910.807,16965.988
24917,736.3666914,8.842595,,,,783,1669,[M+NH4]+,,5,24917;24922;24943;25084;25078,718.33278,0,0,0,0,0,740.2105,0,0,618.80634,0,0,0,0,0,0,0,0,0,0,0,0,0,79928.54,105576.08,111247.805,265086.6,248322.45,119986.67,296240.25,300174.22,335490.3,291700.78,434675.28,472492.78,310027.3,264768.8,299410.47,250593.44
25432,736.3667051,8.966821,,,,783,1694,[M+NH4]+,,3,25432;25472;25423,718.33297,0,0,0,0,0,1462.744,0,0,707.5641,0,0,0,0,0,0,0,0,0,0,0,0,0,143113.23,186307.86,235177.66,488329.12,464141.6,224683.72,606747.3,660060.1,608989.3,678966.1,774812.56,777724.06,641133.06,455104.88,637973.3,487405.44
24053,736.3667233,8.630171,,,,783,1604,[M+NH4]+,,2,24053;24017,718.33307,0,0,0,0,0,0,0,0,0,0,14839.65,0,0,0,0,0,0,0,4589.7686,0,0,0,30434.559,29304.19,34174.227,94648.17,86832.29,43652.293,108594.086,99144.83,111049.77,119908.88,143552.66,137307.73,108335.195,74147.64,111826.57,103578.64
8006,736.4329796,3.471118,,,,,,,,,,,14882.607,178.35638,165.34001,11695.66,274.16577,539.4547,737.0102,913.94275,471.5373,19743.941,969.4397,17207.668,287075.03,1143.781,6175.3105,5502.9316,137064.73,131582.47,1810.4807,284894.66,6618.965,6090.246,47604.88,46640.45,32140.49,129591.02,158504.34,34174.582,131756.55,187219.94,117276.31,222519.16,73647.266,74681.1,110133.69,8664.871,111936.664,10535.713
6078,736.4331801,2.777702,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17881.477,27869.842,61726.336,44950.195,35779.48,47223.766,38844.297,17936.951,39718.336,14650.818,165306.66,172234.08,263527.84,56431.215,253496.86,69300.305
14040,736.5055215,5.2852125,,,,1682,,,,,,,0,0,0,0,0,772.60706,0,0,743.7847,0,0,0,0,0,0,0,4886.011,8243.471,0,4538.055,0,0,17280.291,21497.195,24230.512,87713.57,76514.99,23108.068,80000.695,76587.73,97810.36,84354.695,71658.84,77077.65,112364.7,114626.73,141080.72,144008.36
36807,736.5424946,11.702541,,,,1215,,,,,,,5000820.5,446466.53,3103713.2,3105616.2,3443427.8,2105006.2,0,1696461.9,1884227,5996243.5,0,3673219.2,2835883,5165741.5,3255815.2,2220257.2,2805275.5,1691784.6,10849.014,1715444.6,4779082.5,7351579,2504616.2,2021976.2,4257591,2950513.8,1944101.2,2547759,5039487,225019.11,3768869.8,291127.22,4192132.5,3083397,3478071.2,1070149,4305913,1388274.9
37218,736.542779,11.834442,,,,1215,,,,,,,4030553.8,19891.418,82876.45,0,0,43630.984,8021032,0,57933.48,0,8227667.5,0,2402131.8,0,0,0,0,0,689029.4,0,0,0,0,0,0,0,0,19281.645,0,0,0,0,0,0,0,14850.033,1748835.8,0
749,736.8090791,0.7819383,,,,1794,197,[M+Na]+,,2,749;709,713.81965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2354.6084,52855.91,2622.436,56853.723,0,0,0,0,0,0
1387,736.8975745,1.0519712,,,,1689,377,[M+K]+,,2,1387;1389,697.93442,0,0,0,0,0,0,6542.8975,5279.593,0,143986.6,144504.86,121354.55,65183.58,121341.88,153230.77,137073.25,4654.5356,6958.4253,76829.68,103608.94,34491.293,84359.59,63623.258,42080.84,0,0,0,0,0,0,0,0,117471.26,165431.2,0,145780.02,0,97439.375
1970,736.8977463,1.354745,,,,1757,410,[M+H]+,,3,1970;1960;1969,735.89037,0,0,0,0,0,0,39058.754,35459.438,0,106062.805,165784.3,105985.445,104848.81,112911.555,142209.48,212954.95,6337.2515,11436.748,60861.227,93284.45,138333.73,161297.58,104713.39,70084.68,0,0,0,0,0,0,0,0,79640.04,74913.51,0,121461.67,0,192159.78
2118,736.918394,1.423618,,,,1757,437,[M+H]+,,1,2238,735.91103,0,0,0,0,0,0,0,0,0,8413.112,6554.7363,4289.2456,18363.113,22224.08,7580.469,10072.751,97299.53,112879.59,68710.74,10653.583,1943.1278,5856.132,14953.969,15866.771,0,0,0,0,0,0,0,0,14962.117,2817.628,0,1685.5222,0,2450.4243
952,737.0122901,0.87164086,,,,927,293,[M+K]+,,3,950;952;951,698.04918,0,20690.057,0,0,0,0,1426.177,9055.803,0,0,0,1971.3884,0,2125.8328,3852.1309,3923.0498,0,0,0,1712.1097,2822.6145,2757.0103,2156.724,2703.025,0,0,0,0,0,0,0,0,0,0,0,4870.3145,0,5680.4873
41468,737.289836,12.78423,,,,240,2341,[M+NH4]+,,2,41558;41468,719.25596,0,0,0,0,0,0,0,3670.0352,0,0,14827.708,0,39899.48,17118.912,3557.4106,3627.1455,39954.18,47315.44,4742.8477,45924.7,0,0,15041.574,8159.717,5386.449,0,0,6002.3594,1452.9486,5259.064,0,5706.534,15414.528,13665.439,22844.395,7102.089,22337.484,7763.7095
16034,737.3917295,6.2196674,,,,1618,1148,[M+Na]+,,2,16034;16043,714.40322,0,0,0,0,0,0,0,326.30002,0,4564.538,0,5259.588,0,0,9434.83,9056.244,0,0,0,0,5611.0566,3164.581,9406.918,7616.049,8118.3896,74234.36,80063.58,2483.8003,60485.203,83601.055,55934.758,64398.32,32796.406,36906.293,19880.627,23646.969,28331.727,23464.666
17496,737.4449965,6.7485595,,,,1618,1231,[M-2H2O+K]+,,2,17496;17563,734.50295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6096.4126,3430.4253,17048.393,0,0,18154.234,0,3322.229,3397.8813,0,43327.8,40568.707,37237.45,38201.895,57129.97,43641.56
